"set"	"focusDB"	"silva"	"pkb"	"pkb_v13"	"pkb_v34"	"ref_gcn"	"ref_gcn_unique"	"assembly"	"source"	"target"
"full"	"SRR2965616_3.179688.181225 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter cloacae"	"GCA_001022255.1..16S_rRNA::CP011650.1:4700543-4702081(+)"	0	0	0	8	4	"GCA_001022255.1"	"SRR2965616_3.179688.181225"	"GCA_001022255.1..16S_rRNA::CP011650.1:4700543-4702081(+)"
"full"	"SRR2965616_4.341941.343478 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter cloacae"	"GCA_001022255.1..16S_rRNA::CP011650.1:4700543-4702081(+)"	0	0	0	8	4	"GCA_001022255.1"	"SRR2965616_4.341941.343478"	"GCA_001022255.1..16S_rRNA::CP011650.1:4700543-4702081(+)"
"full"	"SRR2965616_5.845439.846976 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter cloacae"	"GCA_001022255.1..16S_rRNA::CP011650.1:4700543-4702081(+)"	0	0	0	8	4	"GCA_001022255.1"	"SRR2965616_5.845439.846976"	"GCA_001022255.1..16S_rRNA::CP011650.1:4700543-4702081(+)"
"full"	"SRR2965616_6.223688.225225 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter cloacae"	"GCA_001022255.1..16S_rRNA::CP011650.1:4700543-4702081(+)"	0.651041666666667	1.89753320683112	0	8	4	"GCA_001022255.1"	"SRR2965616_6.223688.225225"	"GCA_001022255.1..16S_rRNA::CP011650.1:4700543-4702081(+)"
"full"	"SRR2965616_7.303965.305502 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter cloacae"	"GCA_001022255.1..16S_rRNA::CP011650.1:4700543-4702081(+)"	0.651041666666667	1.89753320683112	0	8	4	"GCA_001022255.1"	"SRR2965616_7.303965.305502"	"GCA_001022255.1..16S_rRNA::CP011650.1:4700543-4702081(+)"
"full"	"SRR2965616_8.192453.193990 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter cloacae"	"GCA_001022255.1..16S_rRNA::CP011650.1:4700543-4702081(+)"	1.30208333333333	3.79506641366224	0	8	4	"GCA_001022255.1"	"SRR2965616_8.192453.193990"	"GCA_001022255.1..16S_rRNA::CP011650.1:4700543-4702081(+)"
"denovo"	"SRR2965616_1.153.1690 Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter cloacae"	"GCA_001022255.1..16S_rRNA::CP011650.1:4700543-4702081(+)"	0	0	0	8	4	"GCA_001022255.1"	"SRR2965616_1.153.1690"	"GCA_001022255.1..16S_rRNA::CP011650.1:4700543-4702081(+)"
"fast"	"SRR5070693_1.1196.2722 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001986375.1..16S_rRNA::CP011687.1:2357897-2359424(-)"	0	0	0	3	1	"GCA_001986375.1"	"SRR5070693_1.1196.2722"	"GCA_001986375.1..16S_rRNA::CP011687.1:2357897-2359424(-)"
"fast"	"SRR5070693_2.4948.6474 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001986375.1..16S_rRNA::CP011687.1:2357897-2359424(-)"	0	0	0	3	1	"GCA_001986375.1"	"SRR5070693_2.4948.6474"	"GCA_001986375.1..16S_rRNA::CP011687.1:2357897-2359424(-)"
"fast"	"SRR5070693_3.4952.6478 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001986375.1..16S_rRNA::CP011687.1:2357897-2359424(-)"	0	0	0	3	1	"GCA_001986375.1"	"SRR5070693_3.4952.6478"	"GCA_001986375.1..16S_rRNA::CP011687.1:2357897-2359424(-)"
"full"	"SRR5070693_1.24266.25792 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001986375.1..16S_rRNA::CP011687.1:2357897-2359424(-)"	0	0	0	3	1	"GCA_001986375.1"	"SRR5070693_1.24266.25792"	"GCA_001986375.1..16S_rRNA::CP011687.1:2357897-2359424(-)"
"full"	"SRR5070693_2.6862.8388 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001986375.1..16S_rRNA::CP011687.1:2357897-2359424(-)"	0	0	0	3	1	"GCA_001986375.1"	"SRR5070693_2.6862.8388"	"GCA_001986375.1..16S_rRNA::CP011687.1:2357897-2359424(-)"
"full"	"SRR5070693_3.16277.17803 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001986375.1..16S_rRNA::CP011687.1:2357897-2359424(-)"	0	0	0	3	1	"GCA_001986375.1"	"SRR5070693_3.16277.17803"	"GCA_001986375.1..16S_rRNA::CP011687.1:2357897-2359424(-)"
"denovo"	"SRR5070693_1.4006.5532 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001986375.1..16S_rRNA::CP011687.1:2357897-2359424(-)"	0	0	0	3	1	"GCA_001986375.1"	"SRR5070693_1.4006.5532"	"GCA_001986375.1..16S_rRNA::CP011687.1:2357897-2359424(-)"
"fast"	"SRR5071052_1.1197.2723 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987575.1..16S_rRNA::CP011746.1:2379784-2381311(-)"	0	0	0	3	1	"GCA_001987575.1"	"SRR5071052_1.1197.2723"	"GCA_001987575.1..16S_rRNA::CP011746.1:2379784-2381311(-)"
"fast"	"SRR5071052_2.4947.6473 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987575.1..16S_rRNA::CP011746.1:2379784-2381311(-)"	0	0	0	3	1	"GCA_001987575.1"	"SRR5071052_2.4947.6473"	"GCA_001987575.1..16S_rRNA::CP011746.1:2379784-2381311(-)"
"fast"	"SRR5071052_3.4949.6475 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987575.1..16S_rRNA::CP011746.1:2379784-2381311(-)"	0	0	0	3	1	"GCA_001987575.1"	"SRR5071052_3.4949.6475"	"GCA_001987575.1..16S_rRNA::CP011746.1:2379784-2381311(-)"
"full"	"SRR5071052_1.24266.25792 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987575.1..16S_rRNA::CP011746.1:2379784-2381311(-)"	0	0	0	3	1	"GCA_001987575.1"	"SRR5071052_1.24266.25792"	"GCA_001987575.1..16S_rRNA::CP011746.1:2379784-2381311(-)"
"full"	"SRR5071052_2.6862.8388 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987575.1..16S_rRNA::CP011746.1:2379784-2381311(-)"	0	0	0	3	1	"GCA_001987575.1"	"SRR5071052_2.6862.8388"	"GCA_001987575.1..16S_rRNA::CP011746.1:2379784-2381311(-)"
"full"	"SRR5071052_3.16212.17738 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987575.1..16S_rRNA::CP011746.1:2379784-2381311(-)"	0	0	0	3	1	"GCA_001987575.1"	"SRR5071052_3.16212.17738"	"GCA_001987575.1..16S_rRNA::CP011746.1:2379784-2381311(-)"
"denovo"	"SRR5071052_1.4006.5532 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987575.1..16S_rRNA::CP011746.1:2379784-2381311(-)"	0	0	0	3	1	"GCA_001987575.1"	"SRR5071052_1.4006.5532"	"GCA_001987575.1..16S_rRNA::CP011746.1:2379784-2381311(-)"
"fast"	"SRR5070879_1.4943.6469 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987635.1..16S_rRNA::CP011749.1:3227241-3228768(-)"	0	0	0	3	1	"GCA_001987635.1"	"SRR5070879_1.4943.6469"	"GCA_001987635.1..16S_rRNA::CP011749.1:3227241-3228768(-)"
"fast"	"SRR5070879_2.1195.2721 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987635.1..16S_rRNA::CP011749.1:3227241-3228768(-)"	0	0	0	3	1	"GCA_001987635.1"	"SRR5070879_2.1195.2721"	"GCA_001987635.1..16S_rRNA::CP011749.1:3227241-3228768(-)"
"fast"	"SRR5070879_3.1195.2721 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987635.1..16S_rRNA::CP011749.1:3227241-3228768(-)"	0	0	0	3	1	"GCA_001987635.1"	"SRR5070879_3.1195.2721"	"GCA_001987635.1..16S_rRNA::CP011749.1:3227241-3228768(-)"
"full"	"SRR5070879_1.39819.41345 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987635.1..16S_rRNA::CP011749.1:3227241-3228768(-)"	0	0	0	3	1	"GCA_001987635.1"	"SRR5070879_1.39819.41345"	"GCA_001987635.1..16S_rRNA::CP011749.1:3227241-3228768(-)"
"full"	"SRR5070879_2.16212.17738 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987635.1..16S_rRNA::CP011749.1:3227241-3228768(-)"	0	0	0	3	1	"GCA_001987635.1"	"SRR5070879_2.16212.17738"	"GCA_001987635.1..16S_rRNA::CP011749.1:3227241-3228768(-)"
"denovo"	"SRR5070879_1.4006.5532 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987635.1..16S_rRNA::CP011749.1:3227241-3228768(-)"	0	0	0	3	1	"GCA_001987635.1"	"SRR5070879_1.4006.5532"	"GCA_001987635.1..16S_rRNA::CP011749.1:3227241-3228768(-)"
"fast"	"SRR5070846_1.4932.6458 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987675.1..16S_rRNA::CP011751.1:3229343-3230870(-)"	0	0	0	3	1	"GCA_001987675.1"	"SRR5070846_1.4932.6458"	"GCA_001987675.1..16S_rRNA::CP011751.1:3229343-3230870(-)"
"fast"	"SRR5070846_2.4947.6473 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987675.1..16S_rRNA::CP011751.1:3229343-3230870(-)"	0	0	0	3	1	"GCA_001987675.1"	"SRR5070846_2.4947.6473"	"GCA_001987675.1..16S_rRNA::CP011751.1:3229343-3230870(-)"
"fast"	"SRR5070846_3.4948.6474 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987675.1..16S_rRNA::CP011751.1:3229343-3230870(-)"	0	0	0	3	1	"GCA_001987675.1"	"SRR5070846_3.4948.6474"	"GCA_001987675.1..16S_rRNA::CP011751.1:3229343-3230870(-)"
"full"	"SRR5070846_1.24322.25848 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987675.1..16S_rRNA::CP011751.1:3229343-3230870(-)"	0	0	0	3	1	"GCA_001987675.1"	"SRR5070846_1.24322.25848"	"GCA_001987675.1..16S_rRNA::CP011751.1:3229343-3230870(-)"
"full"	"SRR5070846_2.6868.8394 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987675.1..16S_rRNA::CP011751.1:3229343-3230870(-)"	0	0	0	3	1	"GCA_001987675.1"	"SRR5070846_2.6868.8394"	"GCA_001987675.1..16S_rRNA::CP011751.1:3229343-3230870(-)"
"full"	"SRR5070846_3.16212.17738 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987675.1..16S_rRNA::CP011751.1:3229343-3230870(-)"	0	0	0	3	1	"GCA_001987675.1"	"SRR5070846_3.16212.17738"	"GCA_001987675.1..16S_rRNA::CP011751.1:3229343-3230870(-)"
"denovo"	"SRR5070846_1.4006.5532 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987675.1..16S_rRNA::CP011751.1:3229343-3230870(-)"	0	0	0	3	1	"GCA_001987675.1"	"SRR5070846_1.4006.5532"	"GCA_001987675.1..16S_rRNA::CP011751.1:3229343-3230870(-)"
"fast"	"SRR5070966_1.5243.6769 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987955.1..16S_rRNA::CP011765.1:3227271-3228798(-)"	0	0	0	3	1	"GCA_001987955.1"	"SRR5070966_1.5243.6769"	"GCA_001987955.1..16S_rRNA::CP011765.1:3227271-3228798(-)"
"fast"	"SRR5070966_2.1488.3014 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987955.1..16S_rRNA::CP011765.1:3227271-3228798(-)"	0	0	0	3	1	"GCA_001987955.1"	"SRR5070966_2.1488.3014"	"GCA_001987955.1..16S_rRNA::CP011765.1:3227271-3228798(-)"
"fast"	"SRR5070966_3.1469.2995 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987955.1..16S_rRNA::CP011765.1:3227271-3228798(-)"	0	0	0	3	1	"GCA_001987955.1"	"SRR5070966_3.1469.2995"	"GCA_001987955.1..16S_rRNA::CP011765.1:3227271-3228798(-)"
"full"	"SRR5070966_1.39858.41384 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987955.1..16S_rRNA::CP011765.1:3227271-3228798(-)"	0	0	0	3	1	"GCA_001987955.1"	"SRR5070966_1.39858.41384"	"GCA_001987955.1..16S_rRNA::CP011765.1:3227271-3228798(-)"
"full"	"SRR5070966_2.838.2364 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987955.1..16S_rRNA::CP011765.1:3227271-3228798(-)"	0	0	0	3	1	"GCA_001987955.1"	"SRR5070966_2.838.2364"	"GCA_001987955.1..16S_rRNA::CP011765.1:3227271-3228798(-)"
"full"	"SRR5070966_3.6553.8079 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987955.1..16S_rRNA::CP011765.1:3227271-3228798(-)"	0	0	0	3	1	"GCA_001987955.1"	"SRR5070966_3.6553.8079"	"GCA_001987955.1..16S_rRNA::CP011765.1:3227271-3228798(-)"
"denovo"	"SRR5070966_1.4006.5532 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987955.1..16S_rRNA::CP011765.1:3227271-3228798(-)"	0	0	0	3	1	"GCA_001987955.1"	"SRR5070966_1.4006.5532"	"GCA_001987955.1..16S_rRNA::CP011765.1:3227271-3228798(-)"
"fast"	"SRR5070734_1.1198.2724 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987195.1..16S_rRNA::CP011727.1:3228292-3229819(-)"	0	0	0	3	1	"GCA_001987195.1"	"SRR5070734_1.1198.2724"	"GCA_001987195.1..16S_rRNA::CP011727.1:3228292-3229819(-)"
"fast"	"SRR5070734_2.4934.6460 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987195.1..16S_rRNA::CP011727.1:3228292-3229819(-)"	0	0	0	3	1	"GCA_001987195.1"	"SRR5070734_2.4934.6460"	"GCA_001987195.1..16S_rRNA::CP011727.1:3228292-3229819(-)"
"fast"	"SRR5070734_3.4946.6472 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987195.1..16S_rRNA::CP011727.1:3228292-3229819(-)"	0	0	0	3	1	"GCA_001987195.1"	"SRR5070734_3.4946.6472"	"GCA_001987195.1..16S_rRNA::CP011727.1:3228292-3229819(-)"
"full"	"SRR5070734_1.39867.41393 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987195.1..16S_rRNA::CP011727.1:3228292-3229819(-)"	0	0	0	3	1	"GCA_001987195.1"	"SRR5070734_1.39867.41393"	"GCA_001987195.1..16S_rRNA::CP011727.1:3228292-3229819(-)"
"full"	"SRR5070734_2.16283.17809 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987195.1..16S_rRNA::CP011727.1:3228292-3229819(-)"	0	0	0	3	1	"GCA_001987195.1"	"SRR5070734_2.16283.17809"	"GCA_001987195.1..16S_rRNA::CP011727.1:3228292-3229819(-)"
"full"	"SRR5070734_3.24272.25798 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987195.1..16S_rRNA::CP011727.1:3228292-3229819(-)"	0	0	0	3	1	"GCA_001987195.1"	"SRR5070734_3.24272.25798"	"GCA_001987195.1..16S_rRNA::CP011727.1:3228292-3229819(-)"
"denovo"	"SRR5070734_1.4006.5532 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987195.1..16S_rRNA::CP011727.1:3228292-3229819(-)"	0	0	0	3	1	"GCA_001987195.1"	"SRR5070734_1.4006.5532"	"GCA_001987195.1..16S_rRNA::CP011727.1:3228292-3229819(-)"
"fast"	"SRR5070707_1.5276.6802 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987915.1..16S_rRNA::CP011763.1:3227194-3228721(-)"	0	0	0	3	1	"GCA_001987915.1"	"SRR5070707_1.5276.6802"	"GCA_001987915.1..16S_rRNA::CP011763.1:3227194-3228721(-)"
"fast"	"SRR5070707_2.1534.3060 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987915.1..16S_rRNA::CP011763.1:3227194-3228721(-)"	0	0	0	3	1	"GCA_001987915.1"	"SRR5070707_2.1534.3060"	"GCA_001987915.1..16S_rRNA::CP011763.1:3227194-3228721(-)"
"fast"	"SRR5070707_3.5257.6783 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987915.1..16S_rRNA::CP011763.1:3227194-3228721(-)"	0	0	0	3	1	"GCA_001987915.1"	"SRR5070707_3.5257.6783"	"GCA_001987915.1..16S_rRNA::CP011763.1:3227194-3228721(-)"
"full"	"SRR5070707_1.6552.8078 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987915.1..16S_rRNA::CP011763.1:3227194-3228721(-)"	0	0	0	3	1	"GCA_001987915.1"	"SRR5070707_1.6552.8078"	"GCA_001987915.1..16S_rRNA::CP011763.1:3227194-3228721(-)"
"full"	"SRR5070707_2.56550.58076 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987915.1..16S_rRNA::CP011763.1:3227194-3228721(-)"	0	0	0	3	1	"GCA_001987915.1"	"SRR5070707_2.56550.58076"	"GCA_001987915.1..16S_rRNA::CP011763.1:3227194-3228721(-)"
"full"	"SRR5070707_3.6990.8516 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987915.1..16S_rRNA::CP011763.1:3227194-3228721(-)"	1.9672131147541	5.75815738963532	0	3	1	"GCA_001987915.1"	"SRR5070707_3.6990.8516"	"GCA_001987915.1..16S_rRNA::CP011763.1:3227194-3228721(-)"
"denovo"	"SRR5070707_1.4006.5532 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001987915.1..16S_rRNA::CP011763.1:3227194-3228721(-)"	0	0	0	3	1	"GCA_001987915.1"	"SRR5070707_1.4006.5532"	"GCA_001987915.1..16S_rRNA::CP011763.1:3227194-3228721(-)"
"fast"	"SRR1151301_1.4975.6499 Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium actinocoloniiforme"	"GCA_001263395.1..16S_rRNA::CP011786.1:1514906-1516431(+)"	0	NA	0	2	1	"GCA_001263395.1"	"SRR1151301_1.4975.6499"	"GCA_001263395.1..16S_rRNA::CP011786.1:1514906-1516431(+)"
"fast"	"SRR1151301_2.4980.6504 Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium actinocoloniiforme"	"GCA_001263395.1..16S_rRNA::CP011786.1:1514906-1516431(+)"	0	NA	0	2	1	"GCA_001263395.1"	"SRR1151301_2.4980.6504"	"GCA_001263395.1..16S_rRNA::CP011786.1:1514906-1516431(+)"
"fast"	"SRR1151301_1.4975.6499 Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium actinocoloniiforme"	"GCA_001263395.1..16S_rRNA::CP011786.1:1514906-1516431(+)"	0	NA	0	2	1	"GCA_001263395.1"	"SRR1151301_1.4975.6499"	"GCA_001263395.1..16S_rRNA::CP011786.1:1514906-1516431(+)"
"fast"	"SRR1151301_2.4980.6504 Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium actinocoloniiforme"	"GCA_001263395.1..16S_rRNA::CP011786.1:1514906-1516431(+)"	0	NA	0	2	1	"GCA_001263395.1"	"SRR1151301_2.4980.6504"	"GCA_001263395.1..16S_rRNA::CP011786.1:1514906-1516431(+)"
"full"	"SRR1151301_1.117258.118782 Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium actinocoloniiforme"	"GCA_001263395.1..16S_rRNA::CP011786.1:1514906-1516431(+)"	1.31147540983607	NA	0	2	1	"GCA_001263395.1"	"SRR1151301_1.117258.118782"	"GCA_001263395.1..16S_rRNA::CP011786.1:1514906-1516431(+)"
"full"	"SRR1151301_2.211164.212688 Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium actinocoloniiforme"	"GCA_001263395.1..16S_rRNA::CP011786.1:1514906-1516431(+)"	1.31147540983607	NA	0	2	1	"GCA_001263395.1"	"SRR1151301_2.211164.212688"	"GCA_001263395.1..16S_rRNA::CP011786.1:1514906-1516431(+)"
"full"	"SRR1151301_1.117258.118782 Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium actinocoloniiforme"	"GCA_001263395.1..16S_rRNA::CP011786.1:1514906-1516431(+)"	1.31147540983607	NA	0	2	1	"GCA_001263395.1"	"SRR1151301_1.117258.118782"	"GCA_001263395.1..16S_rRNA::CP011786.1:1514906-1516431(+)"
"full"	"SRR1151301_2.211164.212688 Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium actinocoloniiforme"	"GCA_001263395.1..16S_rRNA::CP011786.1:1514906-1516431(+)"	1.31147540983607	NA	0	2	1	"GCA_001263395.1"	"SRR1151301_2.211164.212688"	"GCA_001263395.1..16S_rRNA::CP011786.1:1514906-1516431(+)"
"denovo"	"SRR1151301_1.117258.118782 Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium actinocoloniiforme"	"GCA_001263395.1..16S_rRNA::CP011786.1:1514906-1516431(+)"	1.31147540983607	NA	0	2	1	"GCA_001263395.1"	"SRR1151301_1.117258.118782"	"GCA_001263395.1..16S_rRNA::CP011786.1:1514906-1516431(+)"
"denovo"	"SRR1151301_2.211164.212688 Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium actinocoloniiforme"	"GCA_001263395.1..16S_rRNA::CP011786.1:1514906-1516431(+)"	1.31147540983607	NA	0	2	1	"GCA_001263395.1"	"SRR1151301_2.211164.212688"	"GCA_001263395.1..16S_rRNA::CP011786.1:1514906-1516431(+)"
"fast"	"SRR5071030_1.1196.2722 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001985865.1..16S_rRNA::CP012083.1:2361028-2362555(-)"	0	0	0	3	1	"GCA_001985865.1"	"SRR5071030_1.1196.2722"	"GCA_001985865.1..16S_rRNA::CP012083.1:2361028-2362555(-)"
"fast"	"SRR5071030_2.4946.6472 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001985865.1..16S_rRNA::CP012083.1:2361028-2362555(-)"	0	0	0	3	1	"GCA_001985865.1"	"SRR5071030_2.4946.6472"	"GCA_001985865.1..16S_rRNA::CP012083.1:2361028-2362555(-)"
"fast"	"SRR5071030_3.4947.6473 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001985865.1..16S_rRNA::CP012083.1:2361028-2362555(-)"	0	0	0	3	1	"GCA_001985865.1"	"SRR5071030_3.4947.6473"	"GCA_001985865.1..16S_rRNA::CP012083.1:2361028-2362555(-)"
"full"	"SRR5071030_1.75296.76822 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001985865.1..16S_rRNA::CP012083.1:2361028-2362555(-)"	0	0	0	3	1	"GCA_001985865.1"	"SRR5071030_1.75296.76822"	"GCA_001985865.1..16S_rRNA::CP012083.1:2361028-2362555(-)"
"full"	"SRR5071030_2.16284.17810 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001985865.1..16S_rRNA::CP012083.1:2361028-2362555(-)"	0	0	0	3	1	"GCA_001985865.1"	"SRR5071030_2.16284.17810"	"GCA_001985865.1..16S_rRNA::CP012083.1:2361028-2362555(-)"
